The data of the Swiss Glacier Monitoring Network (GLAMOS) are freely available (https://www.glamos.ch) and may be used with indication of the source for scientific and non-commercial use.
"When using these data, please cite as:"
"GLAMOS (2025). Swiss Glacier Length Change, release 2025, Glacier Monitoring Switzerland, doi:10.18750/lengthchange.2025.r2025."
SWISS GLACIER LENGTH CHANGE
"glacier name,glacier id,start date of observation,quality of start date,end date of observation,quality of end date,length change,elevation of glacier tongue,observer"
"Grand Désert,B75-06,2017-09-13,,2018-09-13,,1.50,,DWL/VS; Frédéric Bourban"
"Grand Désert,B75-06,2018-09-13,,2019-09-12,,-60.00,,DWL/VS; Frédéric Bourban"
"Grand Désert,B75-06,2019-09-12,,2020-09-17,,-17.30,,DWFL/VS; Frédéric Bourban"
"Grand Désert,B75-06,2020-09-17,,2021-09-16,,-37.90,,DWFL/VS; Frédéric Bourban"
"Grand Désert,B75-06,2021-09-16,,2022-09-01,,-25.60,,DWFL/VS; Frédéric Bourban"
"Grand Désert,B75-06,2022-09-01,,2023-08-23,,-10.50,,DWFL/VS; Frédéric Bourban"
"Grand Désert,B75-06,2023-08-23,,2024-10-10,,-40.00,,DN/VS; Frédéric Bourban"
"Glacier de Tortin,B75-12,1892-09-01,x,1893-09-01,x,-18.00,,-"
"Glacier de Tortin,B75-12,1893-09-01,x,1894-09-01,x,-16.00,,-"
"Glacier de Tortin,B75-12,1894-09-01,x,1895-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1895-09-01,x,1896-09-01,x,-10.00,,-"
"Glacier de Tortin,B75-12,1896-09-01,x,1897-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1897-09-01,x,1898-09-01,x,-4.00,,-"
"Glacier de Tortin,B75-12,1898-09-01,x,1899-09-01,x,-12.00,,-"
"Glacier de Tortin,B75-12,1899-09-01,x,1900-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1900-09-01,x,1901-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1901-09-01,x,1902-09-01,x,-16.00,,-"
"Glacier de Tortin,B75-12,1906-09-01,x,1907-09-01,x,-26.00,,-"
"Glacier de Tortin,B75-12,1907-09-01,x,1908-09-01,x,-4.00,,-"
"Glacier de Tortin,B75-12,1908-09-01,x,1909-09-01,x,-22.00,,-"
"Glacier de Tortin,B75-12,1909-09-01,x,1910-09-01,x,-2.00,,-"
"Glacier de Tortin,B75-12,1910-09-01,x,1911-09-01,x,-8.00,,-"
"Glacier de Tortin,B75-12,1911-09-01,x,1912-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1912-09-01,x,1913-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1913-09-01,x,1914-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1914-09-01,x,1915-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1915-09-01,x,1916-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1916-09-01,x,1917-09-01,x,-4.00,,-"
"Glacier de Tortin,B75-12,1917-09-01,x,1918-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1918-09-01,x,1919-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1919-09-01,x,1920-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1920-09-01,x,1921-09-01,x,-8.00,,-"
"Glacier de Tortin,B75-12,1921-09-01,x,1922-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1922-09-01,x,1923-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1923-09-01,x,1924-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1924-09-01,x,1925-09-01,x,-4.00,,-"
"Glacier de Tortin,B75-12,1925-09-01,x,1926-09-01,x,4.00,,-"
"Glacier de Tortin,B75-12,1926-09-01,x,1927-09-01,x,-3.00,,-"
"Glacier de Tortin,B75-12,1927-09-01,x,1928-09-01,x,-6.00,,-"
"Glacier de Tortin,B75-12,1928-09-01,x,1929-09-01,x,-4.00,,-"
"Glacier de Tortin,B75-12,1929-09-01,x,1930-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1930-09-01,x,1931-09-01,x,-2.00,,-"
"Glacier de Tortin,B75-12,1931-09-01,x,1932-09-01,x,-2.00,,-"
"Glacier de Tortin,B75-12,1932-09-01,x,1933-09-01,x,-5.00,,-"
"Glacier de Tortin,B75-12,1933-09-01,x,1934-09-01,x,-8.00,,-"
"Glacier de Tortin,B75-12,1934-09-01,x,1935-09-01,x,-4.00,,-"
"Glacier de Tortin,B75-12,1935-09-01,x,1936-09-01,x,-2.00,,-"
"Glacier de Tortin,B75-12,1936-09-01,x,1938-09-01,x,-5.00,,-"
"Glacier de Tortin,B75-12,1938-09-01,x,1940-09-01,x,-4.00,,-"
"Glacier de Tortin,B75-12,1940-09-01,x,1941-09-01,x,-1.00,,-"
"Glacier de Tortin,B75-12,1941-09-01,x,1942-09-01,x,-10.00,,-"
"Glacier de Tortin,B75-12,1942-09-01,x,1943-09-01,x,-12.00,,-"
"Glacier de Tortin,B75-12,1943-09-01,x,1944-09-01,x,-11.00,,-"
"Glacier de Tortin,B75-12,1944-09-01,x,1945-09-01,x,-12.00,,-"
"Glacier de Tortin,B75-12,1945-09-01,x,1946-09-01,x,-1.00,,-"
"Glacier de Tortin,B75-12,1946-09-01,x,1947-09-01,x,-13.00,,-"
"Glacier de Tortin,B75-12,1947-09-01,x,1948-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1948-09-01,x,1949-09-01,x,-14.00,,-"
"Glacier de Tortin,B75-12,1949-09-01,x,1950-09-01,x,-6.00,,-"
"Glacier de Tortin,B75-12,1950-09-01,x,1951-09-01,x,-3.00,,-"
"Glacier de Tortin,B75-12,1951-09-01,x,1952-09-01,x,-8.00,,-"
"Glacier de Tortin,B75-12,1952-09-01,x,1953-09-01,x,-4.00,,-"
"Glacier de Tortin,B75-12,1953-09-01,x,1954-09-01,x,-2.00,,-"
"Glacier de Tortin,B75-12,1954-09-01,x,1955-09-01,x,3.00,,-"
"Glacier de Tortin,B75-12,1955-09-01,x,1956-09-01,x,-10.00,,-"
"Glacier de Tortin,B75-12,1956-09-01,x,1957-09-01,x,-2.00,,-"
"Glacier de Tortin,B75-12,1957-09-01,x,1958-09-01,x,-6.00,,-"
"Glacier de Tortin,B75-12,1958-09-01,x,1959-09-01,x,-10.00,,-"
"Glacier de Tortin,B75-12,1959-09-01,x,1960-09-01,x,4.00,,-"
"Glacier de Tortin,B75-12,1960-09-01,x,1961-09-01,x,-8.00,,-"
"Glacier de Tortin,B75-12,1961-09-01,x,1962-09-01,x,-7.00,,-"
"Glacier de Tortin,B75-12,1962-09-01,x,1963-09-01,x,-66.00,,-"
"Glacier de Tortin,B75-12,1963-09-01,x,1964-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1964-09-01,x,1965-09-01,x,-11.00,,-"
"Glacier de Tortin,B75-12,1965-09-01,x,1966-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1966-09-01,x,1967-09-01,x,-30.00,,-"
"Glacier de Tortin,B75-12,1967-09-01,x,1968-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1968-09-01,x,1969-09-01,x,-1.00,,-"
"Glacier de Tortin,B75-12,1969-09-01,x,1970-09-01,x,-2.00,,-"
"Glacier de Tortin,B75-12,1970-09-01,x,1971-09-01,x,-8.00,,-"
"Glacier de Tortin,B75-12,1971-09-01,x,1972-09-01,x,-4.00,,-"
"Glacier de Tortin,B75-12,1972-09-01,x,1973-09-01,x,-6.00,,-"
"Glacier de Tortin,B75-12,1973-09-01,x,1974-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1974-09-01,x,1975-09-01,x,-6.00,,-"
"Glacier de Tortin,B75-12,1975-09-01,x,1976-09-01,x,-6.00,,-"
"Glacier de Tortin,B75-12,1976-09-01,x,1977-09-01,x,-3.00,,-"
"Glacier de Tortin,B75-12,1977-09-01,x,1978-09-01,x,0.00,,-"
"Glacier de Tortin,B75-12,1978-09-01,x,1979-09-01,x,-12.00,,-"
"Glacier de Tortin,B75-12,1979-09-01,x,1980-09-01,x,4.00,,-"
"Glacier de Tortin,B75-12,1980-09-01,x,1981-09-01,x,-5.00,,-"
"Glacier de Tortin,B75-12,1981-09-01,x,1982-09-01,x,-8.00,,-"
"Glacier de Tortin,B75-12,1982-09-01,x,1983-09-01,x,-1.00,,-"
"Glacier de Tortin,B75-12,1983-09-01,x,1985-09-01,x,-20.00,,-"
"Glacier de Tortin,B75-12,1985-09-01,x,1986-09-01,x,-8.00,,-"
"Glacier de Tortin,B75-12,1986-09-01,x,1987-09-01,x,-22.00,,-"
"Glacier de Tortin,B75-12,1987-09-01,x,1988-09-01,x,-12.00,,-"
"Glacier de Tortin,B75-12,1988-09-01,x,1991-09-01,x,-221.00,,-"
"Glacier de Tortin,B75-12,1991-09-01,x,1992-09-01,x,-8.00,,-"
"Glacier de Tortin,B75-12,1992-09-01,x,1994-09-01,x,5.00,,-"
"Glacier de Tortin,B75-12,1994-09-01,x,1995-09-01,x,23.00,,-"
"Glacier de Tortin,B75-12,1995-09-01,x,1997-09-01,x,-21.00,,-"
"Glacier de Tortin,B75-12,1997-09-01,x,1999-09-05,,-43.00,,-"
"Glacier de Tortin,B75-12,1999-09-05,,2000-09-18,,-3.20,,F. Vouillamoz"
"Glacier de Tortin,B75-12,2000-09-18,,2001-10-14,,-10.20,,F. Vouillamoz"
"Glacier de Tortin,B75-12,2001-10-14,,2003-09-22,,-34.80,,François Vouillamoz"
"Glacier de Tortin,B75-12,2003-09-22,,2004-09-20,,-23.40,,François Vouillamoz"
"Glacier de Tortin,B75-12,2004-09-20,,2005-09-23,,-1.40,,François Vouillamoz"
"Glacier de Tortin,B75-12,2005-09-23,,2006-09-28,,-30.40,,François Vouillamoz"
"Glacier de Tortin,B75-12,2006-09-28,,2007-10-11,,-3.20,2795,François Vouillamoz"
"Glacier de Tortin,B75-12,2008-10-01,,2009-09-20,,-22.00,2814,DWL/VS; François Vouillamoz"
"Glacier de Tortin,B75-12,2009-09-20,,2010-09-20,,-6.50,2809,DWL/VS; François Vouillamoz"
"Glacier de Tortin,B75-12,2010-09-20,,2011-09-24,,-23.00,2809,DWL/VS; François Vouillamoz"
"Glacier de Tortin,B75-12,2011-09-24,,2012-09-16,,-14.20,2820,DWL/VS; François Vouillamoz"
"Glacier de Tortin,B75-12,2012-09-16,,2013-10-09,,3.40,2785,DWL/VS; François Vouillamoz"
"Glacier de Tortin,B75-12,2013-10-09,,2014-09-28,,-16.50,2785,DWL/VS; François Vouillamoz"
"Glacier de Tortin,B75-12,2014-09-28,,2015-09-27,,-14.50,2790,DWL/VS; François Vouillamoz"
"Glacier de Tortin,B75-12,2015-09-27,,2016-09-19,,-13.60,2790,DWL/VS; François Vouillamoz"
"Glacier de Tortin,B75-12,2016-09-19,,2017-09-16,,-15.40,2790,DWL/VS; François Vouillamoz"
"Glacier de Tortin,B75-12,2017-09-16,,2018-10-08,,-39.00,2785,DWL/VS; Frédéric Bourban"
"Glacier de Tortin,B75-12,2018-10-08,,2019-09-13,,18.40,,DWL/VS; Frédéric Bourban"
"Glacier de Tortin,B75-12,2019-09-13,,2020-09-18,,-10.80,,DWFL/VS; Frédéric Bourban"
"Glacier de Tortin,B75-12,2020-09-18,,2021-08-27,,-9.20,,DWFL/VS; Frédéric Bourban"
"Glacier de Tortin,B75-12,2021-08-27,,2022-09-22,,-71.50,,DWFL/VS; Frédéric Bourban"
"Glacier de Tortin,B75-12,2022-09-22,,2023-08-23,,-28.80,,DWFL/VS; Frédéric Bourban"
"Glacier de Tortin,B75-12,2023-08-23,,2024-10-15,,-14.00,,DN/VS; Frédéric Bourban"
"Glacier du Giétro,B82-14,1889-09-01,x,1890-09-01,x,21.00,,-"
"Glacier du Giétro,B82-14,1890-09-01,x,1891-09-01,x,17.00,,-"
"Glacier du Giétro,B82-14,1892-09-01,x,1893-09-01,x,-6.00,,-"
"Glacier du Giétro,B82-14,1893-09-01,x,1894-09-01,x,-1.00,,-"
"Glacier du Giétro,B82-14,1917-09-01,x,1918-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1918-09-01,x,1919-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1919-09-01,x,1920-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1922-09-01,x,1923-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1926-09-01,x,1927-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1931-09-01,x,1932-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1953-09-01,x,1955-09-01,x,-6.00,,-"
"Glacier du Giétro,B82-14,1955-09-01,x,1956-09-01,x,-3.00,,-"
"Glacier du Giétro,B82-14,1956-09-01,x,1957-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1957-09-01,x,1959-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1959-09-01,x,1961-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1961-09-01,x,1962-09-01,x,-6.00,,-"
"Glacier du Giétro,B82-14,1962-09-01,x,1963-09-01,x,2.00,,-"
"Glacier du Giétro,B82-14,1963-09-01,x,1964-09-01,x,-2.00,,-"
"Glacier du Giétro,B82-14,1964-09-01,x,1965-09-01,x,3.00,,-"
"Glacier du Giétro,B82-14,1965-09-01,x,1966-09-01,x,4.00,,-"
"Glacier du Giétro,B82-14,1966-09-01,x,1967-09-01,x,1.00,,-"
"Glacier du Giétro,B82-14,1967-09-01,x,1968-09-01,x,8.00,,-"
"Glacier du Giétro,B82-14,1968-09-01,x,1969-09-01,x,4.00,,-"
"Glacier du Giétro,B82-14,1969-09-01,x,1970-09-01,x,9.00,,-"
"Glacier du Giétro,B82-14,1970-09-01,x,1971-09-01,x,17.00,,-"
"Glacier du Giétro,B82-14,1971-09-01,x,1972-09-01,x,19.00,,-"
"Glacier du Giétro,B82-14,1972-09-01,x,1973-09-01,x,2.00,,-"
"Glacier du Giétro,B82-14,1973-09-01,x,1974-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1974-09-01,x,1975-09-01,x,5.00,,-"
"Glacier du Giétro,B82-14,1975-09-01,x,1976-09-01,x,0.00,,-"
"Glacier du Giétro,B82-14,1976-09-01,x,1977-09-01,x,6.00,,-"
"Glacier du Giétro,B82-14,1977-09-01,x,1978-09-01,x,4.00,,-"
"Glacier du Giétro,B82-14,1978-09-01,x,1979-09-01,x,6.00,,-"
"Glacier du Giétro,B82-14,1979-09-01,x,1980-09-01,x,11.00,,-"
"Glacier du Giétro,B82-14,1980-09-01,x,1981-09-01,x,11.00,,-"
"Glacier du Giétro,B82-14,1981-09-01,x,1982-09-01,x,4.00,,-"
"Glacier du Giétro,B82-14,1982-09-01,x,1983-09-01,x,9.00,,-"
"Glacier du Giétro,B82-14,1983-09-01,x,1984-09-01,x,1.00,,-"
"Glacier du Giétro,B82-14,1984-09-01,x,1985-09-01,x,18.00,,-"
"Glacier du Giétro,B82-14,1985-09-01,x,1986-09-01,x,-4.00,,-"
"Glacier du Giétro,B82-14,1986-09-01,x,1987-09-01,x,-4.00,,-"
"Glacier du Giétro,B82-14,1987-09-01,x,1988-09-01,x,-2.00,,-"
"Glacier du Giétro,B82-14,1988-09-01,x,1989-09-01,x,-18.00,,-"
"Glacier du Giétro,B82-14,1989-09-01,x,1990-09-01,x,-4.00,,-"
"Glacier du Giétro,B82-14,1990-09-01,x,1996-09-01,x,-50.00,,-"
"Glacier du Giétro,B82-14,1996-09-01,x,1997-09-01,x,-7.00,,-"
"Glacier du Giétro,B82-14,1997-09-01,x,1998-09-01,x,-12.00,,-"
"Glacier du Giétro,B82-14,1998-09-01,x,1999-09-01,x,-8.00,,-"
"Glacier du Giétro,B82-14,1999-09-02,,2000-09-05,,-2.90,2521.1,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2000-09-05,,2001-10-05,,-7.00,2524.8,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2001-10-05,,2002-09-16,,-7.00,2526.5,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2002-09-16,,2003-08-02,,-4.80,2529.7,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2003-08-02,,2004-09-01,,-34.80,2529.7,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2004-09-01,,2005-09-14,,-58.10,2596.6,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2005-09-14,,2006-09-20,,-31.30,2602.5,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2006-09-20,,2007-09-05,,-21.40,2607.5,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2007-09-05,,2008-08-18,,-22.00,2610.4,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2008-08-18,,2009-09-07,,-48.40,2611.3,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2009-09-07,,2010-09-22,,-32.90,2621,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2010-09-22,,2011-09-15,,-24.80,2634.9,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2011-09-15,,2012-09-20,,-94.20,2692.8,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2012-09-20,,2013-09-04,,-10.70,2704,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2013-09-04,,2014-10-02,,-7.90,2695.6,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2014-10-02,,2015-09-21,,-17.40,2712.2,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2015-09-21,,2016-09-29,,-7.50,2718.6,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2016-09-29,,2017-09-05,,-16.80,,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2017-09-05,,2020-08-21,,-80.20,,VAW/ETHZ; Andreas Bauder"
"Glacier du Giétro,B82-14,2020-08-21,,2023-09-07,,-117.90,,VAW/ETHZ; Andreas Bauder"
"Glacier du Brenay,B82-19,1881-09-01,x,1882-09-01,x,0.00,,-"
"Glacier du Brenay,B82-19,1892-09-01,x,1893-09-01,x,0.00,,-"
"Glacier du Brenay,B82-19,1895-09-01,x,1896-09-01,x,-5.00,,-"
"Glacier du Brenay,B82-19,1896-09-01,x,1897-09-01,x,-5.00,,-"
"Glacier du Brenay,B82-19,1897-09-01,x,1898-09-01,x,-3.00,,-"
"Glacier du Brenay,B82-19,1898-09-01,x,1899-09-01,x,-15.00,,-"
"Glacier du Brenay,B82-19,1899-09-01,x,1900-09-01,x,-5.00,,-"
"Glacier du Brenay,B82-19,1900-09-01,x,1901-09-01,x,-15.00,,-"
"Glacier du Brenay,B82-19,1930-09-01,x,1932-09-01,x,-11.00,,-"
"Glacier du Brenay,B82-19,1952-09-01,x,1953-09-01,x,-7.00,,-"
"Glacier du Brenay,B82-19,1953-09-01,x,1954-09-01,x,-6.00,,-"
"Glacier du Brenay,B82-19,1954-09-01,x,1955-09-01,x,-9.00,,-"
"Glacier du Brenay,B82-19,1955-09-01,x,1956-09-01,x,-9.00,,-"
"Glacier du Brenay,B82-19,1956-09-01,x,1957-09-01,x,-16.00,,-"
"Glacier du Brenay,B82-19,1957-09-01,x,1958-09-01,x,-14.00,,-"
"Glacier du Brenay,B82-19,1958-09-01,x,1959-09-01,x,-13.00,,-"
"Glacier du Brenay,B82-19,1959-09-01,x,1960-09-01,x,-20.00,,-"
"Glacier du Brenay,B82-19,1960-09-01,x,1961-09-01,x,-36.00,,-"
"Glacier du Brenay,B82-19,1961-09-01,x,1962-09-01,x,-6.00,,-"
"Glacier du Brenay,B82-19,1962-09-01,x,1963-09-01,x,-30.00,,-"
"Glacier du Brenay,B82-19,1963-09-01,x,1964-09-01,x,-16.00,,-"
"Glacier du Brenay,B82-19,1964-09-01,x,1965-09-01,x,-3.00,,-"
"Glacier du Brenay,B82-19,1965-09-01,x,1966-09-01,x,-10.00,,-"
"Glacier du Brenay,B82-19,1966-09-01,x,1967-09-01,x,-14.00,,-"
"Glacier du Brenay,B82-19,1967-09-01,x,1968-09-01,x,-10.00,,-"
"Glacier du Brenay,B82-19,1968-09-01,x,1969-09-01,x,-10.00,,-"
"Glacier du Brenay,B82-19,1969-09-01,x,1970-09-01,x,-30.00,,-"
"Glacier du Brenay,B82-19,1970-09-01,x,1971-09-01,x,-20.00,,-"
"Glacier du Brenay,B82-19,1971-09-01,x,1972-09-01,x,-11.00,,-"
"Glacier du Brenay,B82-19,1972-09-01,x,1973-09-01,x,-18.00,,-"
"Glacier du Brenay,B82-19,1973-09-01,x,1975-09-01,x,-33.00,,-"
"Glacier du Brenay,B82-19,1975-09-01,x,1976-09-01,x,-30.00,,-"
"Glacier du Brenay,B82-19,1976-09-01,x,1977-09-01,x,-6.00,,-"
"Glacier du Brenay,B82-19,1977-09-01,x,1978-09-01,x,-8.00,,-"
"Glacier du Brenay,B82-19,1978-09-01,x,1979-09-01,x,-23.00,,-"
"Glacier du Brenay,B82-19,1979-09-01,x,1980-09-01,x,-31.00,,-"
"Glacier du Brenay,B82-19,1980-09-01,x,1982-09-01,x,-25.00,,-"
"Glacier du Brenay,B82-19,1982-09-01,x,1983-09-01,x,-29.00,,-"
"Glacier du Brenay,B82-19,1983-09-01,x,1985-09-01,x,-10.00,,-"
"Glacier du Brenay,B82-19,1985-09-01,x,1986-09-01,x,-3.00,,-"
"Glacier du Brenay,B82-19,1986-09-01,x,1988-09-01,x,-10.00,,-"
"Glacier du Brenay,B82-19,1988-09-01,x,1989-09-01,x,-8.00,,-"
"Glacier du Brenay,B82-19,1989-09-01,x,1990-09-01,x,-12.00,,-"
"Glacier du Brenay,B82-19,1990-09-01,x,1991-09-01,x,-11.00,,-"
"Glacier du Brenay,B82-19,1991-09-01,x,1992-09-01,x,-24.00,,-"
"Glacier du Brenay,B82-19,1992-09-01,x,1993-09-01,x,-27.00,,-"
"Glacier du Brenay,B82-19,1993-09-01,x,1994-09-01,x,-8.00,,-"
"Glacier du Brenay,B82-19,1994-09-01,x,1995-09-01,x,-2.00,,-"
"Glacier du Brenay,B82-19,1995-09-01,x,1996-09-01,x,-20.00,,-"
"Glacier du Brenay,B82-19,1996-09-01,x,1997-09-01,x,-27.00,,-"
"Glacier du Brenay,B82-19,1997-09-01,x,1998-09-01,x,-31.00,,-"
"Glacier du Brenay,B82-19,1998-09-01,x,1999-09-01,x,-4.00,,-"
"Glacier du Brenay,B82-19,1999-10-10,,2000-09-09,,-15.90,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2000-09-09,,2001-10-05,,-55.70,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2001-10-05,,2002-09-14,,-40.10,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2002-09-14,,2003-09-15,,-108.30,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2003-09-15,,2004-09-29,,-31.50,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2004-09-29,,2005-09-24,,-17.40,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2005-09-24,,2006-09-28,,-26.20,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2006-09-28,,2007-10-02,,-36.20,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2007-10-02,,2008-09-02,,-22.60,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2008-09-02,,2009-08-31,,-32.40,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2009-08-31,,2010-09-05,,-35.40,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2010-09-05,,2011-09-10,,-49.00,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2011-09-10,,2012-08-28,,-42.50,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2012-08-28,,2013-09-21,,-68.50,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2013-09-21,,2014-09-03,,-6.00,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2014-09-03,,2015-08-30,,-35.00,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2015-08-30,,2016-08-22,,-27.40,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2016-08-22,,2017-08-24,,-37.00,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2016-08-25,,2017-09-05,,-15.10,,VAW/ETHZ; Andreas Bauder"
"Glacier du Brenay,B82-19,2017-08-24,,2018-09-04,,-22.00,2575,Jean-Jacques Chabloz"
"Glacier du Brenay,B82-19,2017-09-05,,2020-08-15,,-98.70,,VAW/ETHZ; Andreas Bauder"
"Glacier du Brenay,B82-19,2020-08-15,,2023-09-07,,-134.40,,VAW/ETHZ; Andreas Bauder"
"Glacier d'Otemma,B82-27,1881-09-01,x,1882-09-01,x,0.00,,-"
"Glacier d'Otemma,B82-27,1889-09-01,x,1890-09-01,x,-3.00,,-"
"Glacier d'Otemma,B82-27,1890-09-01,x,1891-09-01,x,-22.00,,-"
"Glacier d'Otemma,B82-27,1892-09-01,x,1893-09-01,x,-17.00,,-"
"Glacier d'Otemma,B82-27,1893-09-01,x,1894-09-01,x,-15.00,,-"
"Glacier d'Otemma,B82-27,1894-09-01,x,1895-09-01,x,-3.00,,-"
"Glacier d'Otemma,B82-27,1895-09-01,x,1896-09-01,x,-43.00,,-"
"Glacier d'Otemma,B82-27,1896-09-01,x,1897-09-01,x,-5.00,,-"
"Glacier d'Otemma,B82-27,1897-09-01,x,1898-09-01,x,-17.00,,-"
"Glacier d'Otemma,B82-27,1898-09-01,x,1899-09-01,x,-31.00,,-"
"Glacier d'Otemma,B82-27,1899-09-01,x,1900-09-01,x,-12.00,,-"
"Glacier d'Otemma,B82-27,1900-09-01,x,1901-09-01,x,-22.00,,-"
"Glacier d'Otemma,B82-27,1901-09-01,x,1902-09-01,x,-5.00,,-"
"Glacier d'Otemma,B82-27,1902-09-01,x,1903-09-01,x,0.00,,-"
"Glacier d'Otemma,B82-27,1903-09-01,x,1904-09-01,x,-19.00,,-"
"Glacier d'Otemma,B82-27,1920-09-01,x,1921-09-01,x,-30.00,,-"
"Glacier d'Otemma,B82-27,1924-09-01,x,1927-09-01,x,-100.00,,-"
"Glacier d'Otemma,B82-27,1930-09-01,x,1932-09-01,x,-32.00,,-"
"Glacier d'Otemma,B82-27,1954-09-01,x,1955-09-01,x,-10.00,,-"
"Glacier d'Otemma,B82-27,1955-09-01,x,1956-09-01,x,-20.00,,-"
"Glacier d'Otemma,B82-27,1956-09-01,x,1957-09-01,x,0.00,,-"
"Glacier d'Otemma,B82-27,1957-09-01,x,1958-09-01,x,-22.00,,-"
"Glacier d'Otemma,B82-27,1958-09-01,x,1959-09-01,x,-15.00,,-"
"Glacier d'Otemma,B82-27,1959-09-01,x,1960-09-01,x,-19.00,,-"
"Glacier d'Otemma,B82-27,1962-09-01,x,1963-09-01,x,-20.00,,-"
"Glacier d'Otemma,B82-27,1963-09-01,x,1964-09-01,x,-14.00,,-"
"Glacier d'Otemma,B82-27,1964-09-01,x,1965-09-01,x,-12.00,,-"
"Glacier d'Otemma,B82-27,1965-09-01,x,1966-09-01,x,-13.00,,-"
"Glacier d'Otemma,B82-27,1966-09-01,x,1967-09-01,x,-10.00,,-"
"Glacier d'Otemma,B82-27,1967-09-01,x,1968-09-01,x,-1.00,,-"
"Glacier d'Otemma,B82-27,1968-09-01,x,1969-09-01,x,-60.00,,-"
